question,heading,department
" 846. Deputy Conor D. McGuinness asked the Minister for Children, Disability and Equality the reason a pre-school (details supplied) operating under the ECCE scheme has received a commercial rates bill; whether this is now the standard for all ECCE pre-schools; and if she will make a statement on the matter. [3855/26] ",Early Childhood Care and Education,Children
" 847. Deputy Conor D. McGuinness asked the Minister for Children, Disability and Equality the reason as to why a pre-school (details supplied) operating under the ECCE scheme has received a commercial rates bill; whether this is now the standard for all ECCE pre-schools; and if she will make a statement on the matter. [3856/26] ",Early Childhood Care and Education,Children
" 848. Deputy Conor D. McGuinness asked the Minister for Children, Disability and Equality the reason a pre-school (details supplied) operating under the ECCE scheme has received a commercial rates bill; whether this is now the standard for all ECCE pre-schools; and if she will make a statement on the matter. [3857/26] ",Early Childhood Care and Education,Children
" 849. Deputy Ciarán Ahern asked the Minister for Children, Disability and Equality to provide an up-to-date contact list for queries from Oireachtas members to agencies under her Department, in tabular form. [3865/26] ",Departmental Bodies,Children
" 850. Deputy Michael Healy-Rae asked the Minister for Children, Disability and Equality her plans to deal with the shortage of HSE and Tusla placements for postgraduate social work students; and if she will make a statement on the matter. [3887/26] ",Health Services Staff,Children
" 851. Deputy Mattie McGrath asked the Minister for Children, Disability and Equality if she is satisfied that Tusla, the Child and Family Agency, is operating with an appropriate culture of accountability and transparency; if she will outline the measures she intends to take to address ongoing concerns regarding governance, oversight, and internal accountability within the agency; and if she will make a statement on the matter. [3893/26] ",Child and Family Agency,Children
" 852. Deputy Mattie McGrath asked the Minister for Children, Disability and Equality if she will report on the actions taken by her Department in response to recent failures within Tusla identified through HIQA inspections, internal reviews, and external reports; if she will confirm whether any disciplinary or corrective measures have been implemented; and if she will make a statement on the matter. [3894/26] ",Child and Family Agency,Children
" 853. Deputy Mattie McGrath asked the Minister for Children, Disability and Equality if she is satisfied that the current governance structures within Tusla are adequate to prevent repeated operational failures; if she intends to strengthen oversight mechanisms or introduce reforms to ensure improved performance and transparency; and if she will make a statement on the matter. [3895/26] ",Child and Family Agency,Children
" 854. Deputy Mattie McGrath asked the Minister for Children, Disability and Equality if she will outline the mandate given to the newly appointed chairperson of Tusla regarding cultural reform within the agency; if she will confirm whether the chairperson has been tasked with addressing systemic issues relating to accountability, communication, and organisational culture; and if she will make a statement on the matter. [3896/26] ",Child and Family Agency,Children
" 855. Deputy Claire Kerrane asked the Minister for Children, Disability and Equality if she will seek an earlier implementation of the new EU disability card to ensure those unable to access a blue disability parking badge because they are mobile can access one and acknowledge their disability, especially those with autism and flight risk; and if she will make a statement on the matter. [3934/26] ",Disability Services,Children
" 856. Deputy Brendan Smith asked the Minister for Children, Disability and Equality when the proposal to provide a new healthcare facility will progress to the next stage (details supplied); and if she will make a statement on the matter. [3937/26] ",Disability Services,Children
" 857. Deputy Richard Boyd Barrett asked the Minister for Children, Disability and Equality the rationale for refusing to allow foster parents (details supplied) pay privately for speech and language therapy for their foster child, who has already built a relationship with an existing speech and language therapist, and acknowledging that change is particularly traumatic for the child; if this particular case can be investigated with a view to permitting therapy that has been effective to recommence and continue with the original therapist; and if she will make a statement on the matter. [3949/26] ",Children in Care,Children
" 858. Deputy Ken O'Flynn asked the Minister for Children, Disability and Equality to provide a detailed account of all expenditure incurred by Tusla, in appointing a company (details supplied) as an independent body to examine and/or investigate protected disclosures in Cork in each of the years 2020, 2021 and 2022, including professional fees, associated legal costs, VAT and any other related expenses; and if she will make a statement on the matter. [4000/26] ",Child and Family Agency,Children
" 859. Deputy Peter 'Chap' Cleere asked the Minister for Children, Disability and Equality the number of children currently waiting for assessment of needs in County Kilkenny; and if she will make a statement on the matter. [4013/26] ",Disabilities Assessments,Children
